county,fips,state,usda_region,usda_region_number
Fall River County,46047,South Dakota,Rocky Mountain Region,2
Faulk County,46049,South Dakota,Rocky Mountain Region,2
Grant County,46051,South Dakota,Rocky Mountain Region,2
Gregory County,46053,South Dakota,Rocky Mountain Region,2
Haakon County,46055,South Dakota,Rocky Mountain Region,2
Hamlin County,46057,South Dakota,Rocky Mountain Region,2
Hand County,46059,South Dakota,Rocky Mountain Region,2
Hanson County,46061,South Dakota,Rocky Mountain Region,2
Hughes County,46065,South Dakota,Rocky Mountain Region,2
Hutchinson County,46067,South Dakota,Rocky Mountain Region,2
Hyde County,46069,South Dakota,Rocky Mountain Region,2
Jackson County,46071,South Dakota,Rocky Mountain Region,2
Jerauld County,46073,South Dakota,Rocky Mountain Region,2
Jones County,46075,South Dakota,Rocky Mountain Region,2
Kingsbury County,46077,South Dakota,Rocky Mountain Region,2
Lake County,46079,South Dakota,Rocky Mountain Region,2
Lawrence County,46081,South Dakota,Rocky Mountain Region,2
Lincoln County,46083,South Dakota,Rocky Mountain Region,2
Lyman County,46085,South Dakota,Rocky Mountain Region,2
McCook County,46087,South Dakota,Rocky Mountain Region,2
McPherson County,46089,South Dakota,Rocky Mountain Region,2
Marshall County,46091,South Dakota,Rocky Mountain Region,2
Meade County,46093,South Dakota,Rocky Mountain Region,2
Mellette County,46095,South Dakota,Rocky Mountain Region,2
Miner County,46097,South Dakota,Rocky Mountain Region,2
Minnehaha County,46099,South Dakota,Rocky Mountain Region,2
Moody County,46101,South Dakota,Rocky Mountain Region,2
Oglala Lakota County,46102,South Dakota,Rocky Mountain Region,2
Pennington County,46103,South Dakota,Rocky Mountain Region,2
Potter County,46107,South Dakota,Rocky Mountain Region,2
Roberts County,46109,South Dakota,Rocky Mountain Region,2
Sanborn County,46111,South Dakota,Rocky Mountain Region,2
Spink County,46115,South Dakota,Rocky Mountain Region,2
Stanley County,46117,South Dakota,Rocky Mountain Region,2
Sully County,46119,South Dakota,Rocky Mountain Region,2
Todd County,46121,South Dakota,Rocky Mountain Region,2
Tripp County,46123,South Dakota,Rocky Mountain Region,2
Turner County,46125,South Dakota,Rocky Mountain Region,2
Union County,46127,South Dakota,Rocky Mountain Region,2
Walworth County,46129,South Dakota,Rocky Mountain Region,2
Yankton County,46135,South Dakota,Rocky Mountain Region,2
Ziebach County,46137,South Dakota,Rocky Mountain Region,2
Albany County,56001,Wyoming,Rocky Mountain Region,2
Big Horn County,56003,Wyoming,Rocky Mountain Region,2
Campbell County,56005,Wyoming,Rocky Mountain Region,2
Carbon County,56007,Wyoming,Rocky Mountain Region,2
Converse County,56009,Wyoming,Rocky Mountain Region,2
Crook County,56011,Wyoming,Rocky Mountain Region,2
Fremont County,56013,Wyoming,Rocky Mountain Region,2
Goshen County,56015,Wyoming,Rocky Mountain Region,2
Hot Springs County,56017,Wyoming,Rocky Mountain Region,2
Johnson County,56019,Wyoming,Rocky Mountain Region,2
Laramie County,56021,Wyoming,Rocky Mountain Region,2
Natrona County,56025,Wyoming,Rocky Mountain Region,2
Niobrara County,56027,Wyoming,Rocky Mountain Region,2
Park County,56029,Wyoming,Rocky Mountain Region,2
Platte County,56031,Wyoming,Rocky Mountain Region,2
Sheridan County,56033,Wyoming,Rocky Mountain Region,2
Sweetwater County,56037,Wyoming,Rocky Mountain Region,2
Washakie County,56043,Wyoming,Rocky Mountain Region,2
Weston County,56045,Wyoming,Rocky Mountain Region,2
Benewah County,16009,Idaho,Northern Region,1
Bonner County,16017,Idaho,Northern Region,1
Boundary County,16021,Idaho,Northern Region,1
Clearwater County,16035,Idaho,Northern Region,1
Idaho County,16049,Idaho,Northern Region,1
Kootenai County,16055,Idaho,Northern Region,1
Latah County,16057,Idaho,Northern Region,1
Lewis County,16061,Idaho,Northern Region,1
Nez Perce County,16069,Idaho,Northern Region,1
Shoshone County,16079,Idaho,Northern Region,1
Beaverhead County,30001,Montana,Northern Region,1
Big Horn County,30003,Montana,Northern Region,1
Blaine County,30005,Montana,Northern Region,1
Broadwater County,30007,Montana,Northern Region,1
Carbon County,30009,Montana,Northern Region,1
Carter County,30011,Montana,Northern Region,1
Cascade County,30013,Montana,Northern Region,1
Chouteau County,30015,Montana,Northern Region,1
Custer County,30017,Montana,Northern Region,1
Daniels County,30019,Montana,Northern Region,1
Dawson County,30021,Montana,Northern Region,1
Deer Lodge County,30023,Montana,Northern Region,1
Fallon County,30025,Montana,Northern Region,1
Fergus County,30027,Montana,Northern Region,1
Flathead County,30029,Montana,Northern Region,1
Gallatin County,30031,Montana,Northern Region,1
Garfield County,30033,Montana,Northern Region,1
Glacier County,30035,Montana,Northern Region,1
Golden Valley County,30037,Montana,Northern Region,1
Granite County,30039,Montana,Northern Region,1
Hill County,30041,Montana,Northern Region,1
Jefferson County,30043,Montana,Northern Region,1
Judith Basin County,30045,Montana,Northern Region,1
Lake County,30047,Montana,Northern Region,1
Lewis and Clark County,30049,Montana,Northern Region,1
Liberty County,30051,Montana,Northern Region,1
Lincoln County,30053,Montana,Northern Region,1
McCone County,30055,Montana,Northern Region,1
Madison County,30057,Montana,Northern Region,1
Meagher County,30059,Montana,Northern Region,1
Mineral County,30061,Montana,Northern Region,1
Missoula County,30063,Montana,Northern Region,1
Musselshell County,30065,Montana,Northern Region,1
Park County,30067,Montana,Northern Region,1
Petroleum County,30069,Montana,Northern Region,1
Phillips County,30071,Montana,Northern Region,1
Pondera County,30073,Montana,Northern Region,1
Powder River County,30075,Montana,Northern Region,1
Powell County,30077,Montana,Northern Region,1
Prairie County,30079,Montana,Northern Region,1
Ravalli County,30081,Montana,Northern Region,1
Richland County,30083,Montana,Northern Region,1
Roosevelt County,30085,Montana,Northern Region,1
Rosebud County,30087,Montana,Northern Region,1
Sanders County,30089,Montana,Northern Region,1
Sheridan County,30091,Montana,Northern Region,1
Silver Bow County,30093,Montana,Northern Region,1
Stillwater County,30095,Montana,Northern Region,1
Sweet Grass County,30097,Montana,Northern Region,1
Teton County,30099,Montana,Northern Region,1
Toole County,30101,Montana,Northern Region,1
Treasure County,30103,Montana,Northern Region,1
Valley County,30105,Montana,Northern Region,1
Wheatland County,30107,Montana,Northern Region,1
Wibaux County,30109,Montana,Northern Region,1
Yellowstone County,30111,Montana,Northern Region,1
Adams County,38001,North Dakota,Northern Region,1
Barnes County,38003,North Dakota,Northern Region,1
Benson County,38005,North Dakota,Northern Region,1
Billings County,38007,North Dakota,Northern Region,1
Bottineau County,38009,North Dakota,Northern Region,1
Bowman County,38011,North Dakota,Northern Region,1
Burke County,38013,North Dakota,Northern Region,1
Burleigh County,38015,North Dakota,Northern Region,1
Cass County,38017,North Dakota,Northern Region,1
Cavalier County,38019,North Dakota,Northern Region,1
Dickey County,38021,North Dakota,Northern Region,1
Divide County,38023,North Dakota,Northern Region,1
Dunn County,38025,North Dakota,Northern Region,1
Eddy County,38027,North Dakota,Northern Region,1
Emmons County,38029,North Dakota,Northern Region,1
Foster County,38031,North Dakota,Northern Region,1
Golden Valley County,38033,North Dakota,Northern Region,1
Grand Forks County,38035,North Dakota,Northern Region,1
Grant County,38037,North Dakota,Northern Region,1
Griggs County,38039,North Dakota,Northern Region,1
Hettinger County,38041,North Dakota,Northern Region,1
Kidder County,38043,North Dakota,Northern Region,1
LaMoure County,38045,North Dakota,Northern Region,1
Logan County,38047,North Dakota,Northern Region,1
McHenry County,38049,North Dakota,Northern Region,1
McIntosh County,38051,North Dakota,Northern Region,1
McKenzie County,38053,North Dakota,Northern Region,1
McLean County,38055,North Dakota,Northern Region,1
Mercer County,38057,North Dakota,Northern Region,1
Morton County,38059,North Dakota,Northern Region,1
Mountrail County,38061,North Dakota,Northern Region,1
Nelson County,38063,North Dakota,Northern Region,1
Oliver County,38065,North Dakota,Northern Region,1
Pembina County,38067,North Dakota,Northern Region,1
Pierce County,38069,North Dakota,Northern Region,1
Ramsey County,38071,North Dakota,Northern Region,1
Ransom County,38073,North Dakota,Northern Region,1
Renville County,38075,North Dakota,Northern Region,1
Richland County,38077,North Dakota,Northern Region,1
Rolette County,38079,North Dakota,Northern Region,1
Sargent County,38081,North Dakota,Northern Region,1
Sheridan County,38083,North Dakota,Northern Region,1
Sioux County,38085,North Dakota,Northern Region,1
Slope County,38087,North Dakota,Northern Region,1
Stark County,38089,North Dakota,Northern Region,1
Steele County,38091,North Dakota,Northern Region,1
Stutsman County,38093,North Dakota,Northern Region,1
Towner County,38095,North Dakota,Northern Region,1
Traill County,38097,North Dakota,Northern Region,1
Walsh County,38099,North Dakota,Northern Region,1
Ward County,38101,North Dakota,Northern Region,1
Wells County,38103,North Dakota,Northern Region,1
Williams County,38105,North Dakota,Northern Region,1
Corson County,46031,South Dakota,Northern Region,1
Harding County,46063,South Dakota,Northern Region,1
Perkins County,46105,South Dakota,Northern Region,1
Island County,53029,Washington,Pacific Northwest Region,6
San Juan County,53055,Washington,Pacific Northwest Region,6
