county,fips,state,usda_region,usda_region_number
Sharkey County,28125,Mississippi,Southern Region,8
Simpson County,28127,Mississippi,Southern Region,8
Smith County,28129,Mississippi,Southern Region,8
Stone County,28131,Mississippi,Southern Region,8
Sunflower County,28133,Mississippi,Southern Region,8
Tallahatchie County,28135,Mississippi,Southern Region,8
Tate County,28137,Mississippi,Southern Region,8
Tippah County,28139,Mississippi,Southern Region,8
Tishomingo County,28141,Mississippi,Southern Region,8
Tunica County,28143,Mississippi,Southern Region,8
Union County,28145,Mississippi,Southern Region,8
Walthall County,28147,Mississippi,Southern Region,8
Warren County,28149,Mississippi,Southern Region,8
Washington County,28151,Mississippi,Southern Region,8
Wayne County,28153,Mississippi,Southern Region,8
Webster County,28155,Mississippi,Southern Region,8
Wilkinson County,28157,Mississippi,Southern Region,8
Winston County,28159,Mississippi,Southern Region,8
Yalobusha County,28161,Mississippi,Southern Region,8
Yazoo County,28163,Mississippi,Southern Region,8
Alamance County,37001,North Carolina,Southern Region,8
Alexander County,37003,North Carolina,Southern Region,8
Alleghany County,37005,North Carolina,Southern Region,8
Anson County,37007,North Carolina,Southern Region,8
Ashe County,37009,North Carolina,Southern Region,8
Avery County,37011,North Carolina,Southern Region,8
Beaufort County,37013,North Carolina,Southern Region,8
Bertie County,37015,North Carolina,Southern Region,8
Bladen County,37017,North Carolina,Southern Region,8
Brunswick County,37019,North Carolina,Southern Region,8
Buncombe County,37021,North Carolina,Southern Region,8
Burke County,37023,North Carolina,Southern Region,8
Cabarrus County,37025,North Carolina,Southern Region,8
Caldwell County,37027,North Carolina,Southern Region,8
Camden County,37029,North Carolina,Southern Region,8
Carteret County,37031,North Carolina,Southern Region,8
Caswell County,37033,North Carolina,Southern Region,8
Catawba County,37035,North Carolina,Southern Region,8
Chatham County,37037,North Carolina,Southern Region,8
Cherokee County,37039,North Carolina,Southern Region,8
Chowan County,37041,North Carolina,Southern Region,8
Clay County,37043,North Carolina,Southern Region,8
Cleveland County,37045,North Carolina,Southern Region,8
Columbus County,37047,North Carolina,Southern Region,8
Craven County,37049,North Carolina,Southern Region,8
Cumberland County,37051,North Carolina,Southern Region,8
Currituck County,37053,North Carolina,Southern Region,8
Dare County,37055,North Carolina,Southern Region,8
Davidson County,37057,North Carolina,Southern Region,8
Davie County,37059,North Carolina,Southern Region,8
Duplin County,37061,North Carolina,Southern Region,8
Durham County,37063,North Carolina,Southern Region,8
Edgecombe County,37065,North Carolina,Southern Region,8
Forsyth County,37067,North Carolina,Southern Region,8
Franklin County,37069,North Carolina,Southern Region,8
Gaston County,37071,North Carolina,Southern Region,8
Gates County,37073,North Carolina,Southern Region,8
Graham County,37075,North Carolina,Southern Region,8
Granville County,37077,North Carolina,Southern Region,8
Greene County,37079,North Carolina,Southern Region,8
Guilford County,37081,North Carolina,Southern Region,8
Halifax County,37083,North Carolina,Southern Region,8
Harnett County,37085,North Carolina,Southern Region,8
Haywood County,37087,North Carolina,Southern Region,8
Henderson County,37089,North Carolina,Southern Region,8
Hertford County,37091,North Carolina,Southern Region,8
Hoke County,37093,North Carolina,Southern Region,8
Hyde County,37095,North Carolina,Southern Region,8
Iredell County,37097,North Carolina,Southern Region,8
Jackson County,37099,North Carolina,Southern Region,8
Johnston County,37101,North Carolina,Southern Region,8
Jones County,37103,North Carolina,Southern Region,8
Lee County,37105,North Carolina,Southern Region,8
Lenoir County,37107,North Carolina,Southern Region,8
Lincoln County,37109,North Carolina,Southern Region,8
McDowell County,37111,North Carolina,Southern Region,8
Macon County,37113,North Carolina,Southern Region,8
Madison County,37115,North Carolina,Southern Region,8
Martin County,37117,North Carolina,Southern Region,8
Mecklenburg County,37119,North Carolina,Southern Region,8
Mitchell County,37121,North Carolina,Southern Region,8
Montgomery County,37123,North Carolina,Southern Region,8
Moore County,37125,North Carolina,Southern Region,8
Nash County,37127,North Carolina,Southern Region,8
New Hanover County,37129,North Carolina,Southern Region,8
Northampton County,37131,North Carolina,Southern Region,8
Onslow County,37133,North Carolina,Southern Region,8
Orange County,37135,North Carolina,Southern Region,8
Pamlico County,37137,North Carolina,Southern Region,8
Pasquotank County,37139,North Carolina,Southern Region,8
Pender County,37141,North Carolina,Southern Region,8
Perquimans County,37143,North Carolina,Southern Region,8
Person County,37145,North Carolina,Southern Region,8
Pitt County,37147,North Carolina,Southern Region,8
Polk County,37149,North Carolina,Southern Region,8
Randolph County,37151,North Carolina,Southern Region,8
Richmond County,37153,North Carolina,Southern Region,8
Robeson County,37155,North Carolina,Southern Region,8
Rockingham County,37157,North Carolina,Southern Region,8
Rowan County,37159,North Carolina,Southern Region,8
Rutherford County,37161,North Carolina,Southern Region,8
Sampson County,37163,North Carolina,Southern Region,8
Scotland County,37165,North Carolina,Southern Region,8
Stanly County,37167,North Carolina,Southern Region,8
Stokes County,37169,North Carolina,Southern Region,8
Surry County,37171,North Carolina,Southern Region,8
Swain County,37173,North Carolina,Southern Region,8
Transylvania County,37175,North Carolina,Southern Region,8
Tyrrell County,37177,North Carolina,Southern Region,8
Union County,37179,North Carolina,Southern Region,8
Vance County,37181,North Carolina,Southern Region,8
Wake County,37183,North Carolina,Southern Region,8
Warren County,37185,North Carolina,Southern Region,8
Washington County,37187,North Carolina,Southern Region,8
Watauga County,37189,North Carolina,Southern Region,8
Wayne County,37191,North Carolina,Southern Region,8
Wilkes County,37193,North Carolina,Southern Region,8
Wilson County,37195,North Carolina,Southern Region,8
Yadkin County,37197,North Carolina,Southern Region,8
Yancey County,37199,North Carolina,Southern Region,8
Adair County,40001,Oklahoma,Southern Region,8
Alfalfa County,40003,Oklahoma,Southern Region,8
Atoka County,40005,Oklahoma,Southern Region,8
Beaver County,40007,Oklahoma,Southern Region,8
Beckham County,40009,Oklahoma,Southern Region,8
Blaine County,40011,Oklahoma,Southern Region,8
Bryan County,40013,Oklahoma,Southern Region,8
Caddo County,40015,Oklahoma,Southern Region,8
Canadian County,40017,Oklahoma,Southern Region,8
Carter County,40019,Oklahoma,Southern Region,8
Cherokee County,40021,Oklahoma,Southern Region,8
Choctaw County,40023,Oklahoma,Southern Region,8
Cimarron County,40025,Oklahoma,Southern Region,8
Cleveland County,40027,Oklahoma,Southern Region,8
Coal County,40029,Oklahoma,Southern Region,8
Comanche County,40031,Oklahoma,Southern Region,8
Cotton County,40033,Oklahoma,Southern Region,8
Craig County,40035,Oklahoma,Southern Region,8
Creek County,40037,Oklahoma,Southern Region,8
Custer County,40039,Oklahoma,Southern Region,8
Delaware County,40041,Oklahoma,Southern Region,8
Dewey County,40043,Oklahoma,Southern Region,8
Ellis County,40045,Oklahoma,Southern Region,8
Garfield County,40047,Oklahoma,Southern Region,8
Garvin County,40049,Oklahoma,Southern Region,8
Grady County,40051,Oklahoma,Southern Region,8
Grant County,40053,Oklahoma,Southern Region,8
Greer County,40055,Oklahoma,Southern Region,8
Harmon County,40057,Oklahoma,Southern Region,8
Harper County,40059,Oklahoma,Southern Region,8
Haskell County,40061,Oklahoma,Southern Region,8
Hughes County,40063,Oklahoma,Southern Region,8
Jackson County,40065,Oklahoma,Southern Region,8
Jefferson County,40067,Oklahoma,Southern Region,8
Johnston County,40069,Oklahoma,Southern Region,8
Kay County,40071,Oklahoma,Southern Region,8
Kingfisher County,40073,Oklahoma,Southern Region,8
Kiowa County,40075,Oklahoma,Southern Region,8
Latimer County,40077,Oklahoma,Southern Region,8
Le Flore County,40079,Oklahoma,Southern Region,8
Lincoln County,40081,Oklahoma,Southern Region,8
Logan County,40083,Oklahoma,Southern Region,8
Love County,40085,Oklahoma,Southern Region,8
McClain County,40087,Oklahoma,Southern Region,8
McCurtain County,40089,Oklahoma,Southern Region,8
McIntosh County,40091,Oklahoma,Southern Region,8
Major County,40093,Oklahoma,Southern Region,8
Marshall County,40095,Oklahoma,Southern Region,8
Mayes County,40097,Oklahoma,Southern Region,8
Murray County,40099,Oklahoma,Southern Region,8
Muskogee County,40101,Oklahoma,Southern Region,8
Noble County,40103,Oklahoma,Southern Region,8
Nowata County,40105,Oklahoma,Southern Region,8
Okfuskee County,40107,Oklahoma,Southern Region,8
Oklahoma County,40109,Oklahoma,Southern Region,8
Okmulgee County,40111,Oklahoma,Southern Region,8
Osage County,40113,Oklahoma,Southern Region,8
Ottawa County,40115,Oklahoma,Southern Region,8
Pawnee County,40117,Oklahoma,Southern Region,8
Payne County,40119,Oklahoma,Southern Region,8
Pittsburg County,40121,Oklahoma,Southern Region,8
Pontotoc County,40123,Oklahoma,Southern Region,8
Pottawatomie County,40125,Oklahoma,Southern Region,8
Pushmataha County,40127,Oklahoma,Southern Region,8
Roger Mills County,40129,Oklahoma,Southern Region,8
Rogers County,40131,Oklahoma,Southern Region,8
Seminole County,40133,Oklahoma,Southern Region,8
Sequoyah County,40135,Oklahoma,Southern Region,8
Stephens County,40137,Oklahoma,Southern Region,8
Texas County,40139,Oklahoma,Southern Region,8
Tillman County,40141,Oklahoma,Southern Region,8
Tulsa County,40143,Oklahoma,Southern Region,8
Wagoner County,40145,Oklahoma,Southern Region,8
Washington County,40147,Oklahoma,Southern Region,8
Washita County,40149,Oklahoma,Southern Region,8
Woods County,40151,Oklahoma,Southern Region,8
Woodward County,40153,Oklahoma,Southern Region,8
Abbeville County,45001,South Carolina,Southern Region,8
Aiken County,45003,South Carolina,Southern Region,8
Allendale County,45005,South Carolina,Southern Region,8
Anderson County,45007,South Carolina,Southern Region,8
Bamberg County,45009,South Carolina,Southern Region,8
Barnwell County,45011,South Carolina,Southern Region,8
Beaufort County,45013,South Carolina,Southern Region,8
Berkeley County,45015,South Carolina,Southern Region,8
Calhoun County,45017,South Carolina,Southern Region,8
Charleston County,45019,South Carolina,Southern Region,8
Cherokee County,45021,South Carolina,Southern Region,8
Chester County,45023,South Carolina,Southern Region,8
Chesterfield County,45025,South Carolina,Southern Region,8
Clarendon County,45027,South Carolina,Southern Region,8
Colleton County,45029,South Carolina,Southern Region,8
Darlington County,45031,South Carolina,Southern Region,8
Dillon County,45033,South Carolina,Southern Region,8
Dorchester County,45035,South Carolina,Southern Region,8
Edgefield County,45037,South Carolina,Southern Region,8
Fairfield County,45039,South Carolina,Southern Region,8
Florence County,45041,South Carolina,Southern Region,8
Georgetown County,45043,South Carolina,Southern Region,8
Greenville County,45045,South Carolina,Southern Region,8
Greenwood County,45047,South Carolina,Southern Region,8
Hampton County,45049,South Carolina,Southern Region,8
Horry County,45051,South Carolina,Southern Region,8
Jasper County,45053,South Carolina,Southern Region,8
Kershaw County,45055,South Carolina,Southern Region,8
Lancaster County,45057,South Carolina,Southern Region,8
Laurens County,45059,South Carolina,Southern Region,8
Lee County,45061,South Carolina,Southern Region,8
Lexington County,45063,South Carolina,Southern Region,8
McCormick County,45065,South Carolina,Southern Region,8
Marion County,45067,South Carolina,Southern Region,8
Marlboro County,45069,South Carolina,Southern Region,8
Newberry County,45071,South Carolina,Southern Region,8
Oconee County,45073,South Carolina,Southern Region,8
Orangeburg County,45075,South Carolina,Southern Region,8
Pickens County,45077,South Carolina,Southern Region,8
Richland County,45079,South Carolina,Southern Region,8
Saluda County,45081,South Carolina,Southern Region,8
Spartanburg County,45083,South Carolina,Southern Region,8
Sumter County,45085,South Carolina,Southern Region,8
Union County,45087,South Carolina,Southern Region,8
Williamsburg County,45089,South Carolina,Southern Region,8
York County,45091,South Carolina,Southern Region,8
Anderson County,47001,Tennessee,Southern Region,8
Bedford County,47003,Tennessee,Southern Region,8
Benton County,47005,Tennessee,Southern Region,8
Bledsoe County,47007,Tennessee,Southern Region,8
Blount County,47009,Tennessee,Southern Region,8
Bradley County,47011,Tennessee,Southern Region,8
Campbell County,47013,Tennessee,Southern Region,8
Cannon County,47015,Tennessee,Southern Region,8
Carroll County,47017,Tennessee,Southern Region,8
Carter County,47019,Tennessee,Southern Region,8
Cheatham County,47021,Tennessee,Southern Region,8
Chester County,47023,Tennessee,Southern Region,8
Claiborne County,47025,Tennessee,Southern Region,8
Clay County,47027,Tennessee,Southern Region,8
Cocke County,47029,Tennessee,Southern Region,8
Coffee County,47031,Tennessee,Southern Region,8
Crockett County,47033,Tennessee,Southern Region,8
Cumberland County,47035,Tennessee,Southern Region,8
Davidson County,47037,Tennessee,Southern Region,8
Decatur County,47039,Tennessee,Southern Region,8
DeKalb County,47041,Tennessee,Southern Region,8
Dickson County,47043,Tennessee,Southern Region,8
Dyer County,47045,Tennessee,Southern Region,8
Fayette County,47047,Tennessee,Southern Region,8
Fentress County,47049,Tennessee,Southern Region,8
Franklin County,47051,Tennessee,Southern Region,8
Gibson County,47053,Tennessee,Southern Region,8
Giles County,47055,Tennessee,Southern Region,8
Grainger County,47057,Tennessee,Southern Region,8
Greene County,47059,Tennessee,Southern Region,8
Grundy County,47061,Tennessee,Southern Region,8
Hamblen County,47063,Tennessee,Southern Region,8
Hamilton County,47065,Tennessee,Southern Region,8
Hancock County,47067,Tennessee,Southern Region,8
Hardeman County,47069,Tennessee,Southern Region,8
Hardin County,47071,Tennessee,Southern Region,8
Hawkins County,47073,Tennessee,Southern Region,8
Haywood County,47075,Tennessee,Southern Region,8
Henderson County,47077,Tennessee,Southern Region,8
Henry County,47079,Tennessee,Southern Region,8
Hickman County,47081,Tennessee,Southern Region,8
Houston County,47083,Tennessee,Southern Region,8
Humphreys County,47085,Tennessee,Southern Region,8
Jackson County,47087,Tennessee,Southern Region,8
Jefferson County,47089,Tennessee,Southern Region,8
Johnson County,47091,Tennessee,Southern Region,8
Knox County,47093,Tennessee,Southern Region,8
Lake County,47095,Tennessee,Southern Region,8
Lauderdale County,47097,Tennessee,Southern Region,8
Lawrence County,47099,Tennessee,Southern Region,8
Lewis County,47101,Tennessee,Southern Region,8
Lincoln County,47103,Tennessee,Southern Region,8
Loudon County,47105,Tennessee,Southern Region,8
McMinn County,47107,Tennessee,Southern Region,8
McNairy County,47109,Tennessee,Southern Region,8
Macon County,47111,Tennessee,Southern Region,8
Madison County,47113,Tennessee,Southern Region,8
Marion County,47115,Tennessee,Southern Region,8
Marshall County,47117,Tennessee,Southern Region,8
Maury County,47119,Tennessee,Southern Region,8
Meigs County,47121,Tennessee,Southern Region,8
Monroe County,47123,Tennessee,Southern Region,8
Montgomery County,47125,Tennessee,Southern Region,8
Moore County,47127,Tennessee,Southern Region,8
Morgan County,47129,Tennessee,Southern Region,8
Obion County,47131,Tennessee,Southern Region,8
Overton County,47133,Tennessee,Southern Region,8
Perry County,47135,Tennessee,Southern Region,8
Pickett County,47137,Tennessee,Southern Region,8
Polk County,47139,Tennessee,Southern Region,8
Putnam County,47141,Tennessee,Southern Region,8
Rhea County,47143,Tennessee,Southern Region,8
Roane County,47145,Tennessee,Southern Region,8
Robertson County,47147,Tennessee,Southern Region,8
Rutherford County,47149,Tennessee,Southern Region,8
Scott County,47151,Tennessee,Southern Region,8
Sequatchie County,47153,Tennessee,Southern Region,8
Sevier County,47155,Tennessee,Southern Region,8
Shelby County,47157,Tennessee,Southern Region,8
Smith County,47159,Tennessee,Southern Region,8
Stewart County,47161,Tennessee,Southern Region,8
Sullivan County,47163,Tennessee,Southern Region,8
Sumner County,47165,Tennessee,Southern Region,8
Tipton County,47167,Tennessee,Southern Region,8
Trousdale County,47169,Tennessee,Southern Region,8
Unicoi County,47171,Tennessee,Southern Region,8
Union County,47173,Tennessee,Southern Region,8
Van Buren County,47175,Tennessee,Southern Region,8
Warren County,47177,Tennessee,Southern Region,8
Washington County,47179,Tennessee,Southern Region,8
Wayne County,47181,Tennessee,Southern Region,8
Weakley County,47183,Tennessee,Southern Region,8
White County,47185,Tennessee,Southern Region,8
Williamson County,47187,Tennessee,Southern Region,8
Wilson County,47189,Tennessee,Southern Region,8
Anderson County,48001,Texas,Southern Region,8
Andrews County,48003,Texas,Southern Region,8
Angelina County,48005,Texas,Southern Region,8
Aransas County,48007,Texas,Southern Region,8
Archer County,48009,Texas,Southern Region,8
Armstrong County,48011,Texas,Southern Region,8
Atascosa County,48013,Texas,Southern Region,8
Austin County,48015,Texas,Southern Region,8
Bailey County,48017,Texas,Southern Region,8
Bandera County,48019,Texas,Southern Region,8
Bastrop County,48021,Texas,Southern Region,8
Baylor County,48023,Texas,Southern Region,8
Bee County,48025,Texas,Southern Region,8
Bell County,48027,Texas,Southern Region,8
Bexar County,48029,Texas,Southern Region,8
Blanco County,48031,Texas,Southern Region,8
Borden County,48033,Texas,Southern Region,8
Bosque County,48035,Texas,Southern Region,8
Bowie County,48037,Texas,Southern Region,8
Brazoria County,48039,Texas,Southern Region,8
Brazos County,48041,Texas,Southern Region,8
Brewster County,48043,Texas,Southern Region,8
Briscoe County,48045,Texas,Southern Region,8
Brooks County,48047,Texas,Southern Region,8
Brown County,48049,Texas,Southern Region,8
Burleson County,48051,Texas,Southern Region,8
Burnet County,48053,Texas,Southern Region,8
Caldwell County,48055,Texas,Southern Region,8
Calhoun County,48057,Texas,Southern Region,8
Callahan County,48059,Texas,Southern Region,8
Cameron County,48061,Texas,Southern Region,8
Camp County,48063,Texas,Southern Region,8
Carson County,48065,Texas,Southern Region,8
Cass County,48067,Texas,Southern Region,8
Castro County,48069,Texas,Southern Region,8
Chambers County,48071,Texas,Southern Region,8
Cherokee County,48073,Texas,Southern Region,8
Childress County,48075,Texas,Southern Region,8
Clay County,48077,Texas,Southern Region,8
Cochran County,48079,Texas,Southern Region,8
Coke County,48081,Texas,Southern Region,8
Coleman County,48083,Texas,Southern Region,8
Collin County,48085,Texas,Southern Region,8
Collingsworth County,48087,Texas,Southern Region,8
Colorado County,48089,Texas,Southern Region,8
Comal County,48091,Texas,Southern Region,8
Comanche County,48093,Texas,Southern Region,8
Concho County,48095,Texas,Southern Region,8
Cooke County,48097,Texas,Southern Region,8
Coryell County,48099,Texas,Southern Region,8
Cottle County,48101,Texas,Southern Region,8
Crane County,48103,Texas,Southern Region,8
Crockett County,48105,Texas,Southern Region,8
Crosby County,48107,Texas,Southern Region,8
Culberson County,48109,Texas,Southern Region,8
Dallam County,48111,Texas,Southern Region,8
Dallas County,48113,Texas,Southern Region,8
Dawson County,48115,Texas,Southern Region,8
Deaf Smith County,48117,Texas,Southern Region,8
Delta County,48119,Texas,Southern Region,8
Denton County,48121,Texas,Southern Region,8
DeWitt County,48123,Texas,Southern Region,8
Dickens County,48125,Texas,Southern Region,8
Dimmit County,48127,Texas,Southern Region,8
Donley County,48129,Texas,Southern Region,8
Duval County,48131,Texas,Southern Region,8
Eastland County,48133,Texas,Southern Region,8
Ector County,48135,Texas,Southern Region,8
Edwards County,48137,Texas,Southern Region,8
Ellis County,48139,Texas,Southern Region,8
El Paso County,48141,Texas,Southern Region,8
Erath County,48143,Texas,Southern Region,8
Falls County,48145,Texas,Southern Region,8
Fannin County,48147,Texas,Southern Region,8
Fayette County,48149,Texas,Southern Region,8
Fisher County,48151,Texas,Southern Region,8
Floyd County,48153,Texas,Southern Region,8
Foard County,48155,Texas,Southern Region,8
Fort Bend County,48157,Texas,Southern Region,8
Franklin County,48159,Texas,Southern Region,8
Freestone County,48161,Texas,Southern Region,8
Frio County,48163,Texas,Southern Region,8
Gaines County,48165,Texas,Southern Region,8
Galveston County,48167,Texas,Southern Region,8
Garza County,48169,Texas,Southern Region,8
Gillespie County,48171,Texas,Southern Region,8
Glasscock County,48173,Texas,Southern Region,8
Goliad County,48175,Texas,Southern Region,8
Gonzales County,48177,Texas,Southern Region,8
Gray County,48179,Texas,Southern Region,8
Grayson County,48181,Texas,Southern Region,8
Gregg County,48183,Texas,Southern Region,8
Grimes County,48185,Texas,Southern Region,8
Guadalupe County,48187,Texas,Southern Region,8
Hale County,48189,Texas,Southern Region,8
Hall County,48191,Texas,Southern Region,8
Hamilton County,48193,Texas,Southern Region,8
Hansford County,48195,Texas,Southern Region,8
Hardeman County,48197,Texas,Southern Region,8
Hardin County,48199,Texas,Southern Region,8
Harris County,48201,Texas,Southern Region,8
Harrison County,48203,Texas,Southern Region,8
Hartley County,48205,Texas,Southern Region,8
Haskell County,48207,Texas,Southern Region,8
Hays County,48209,Texas,Southern Region,8
Hemphill County,48211,Texas,Southern Region,8
Henderson County,48213,Texas,Southern Region,8
Hidalgo County,48215,Texas,Southern Region,8
Hill County,48217,Texas,Southern Region,8
Hockley County,48219,Texas,Southern Region,8
Hood County,48221,Texas,Southern Region,8
Hopkins County,48223,Texas,Southern Region,8
Houston County,48225,Texas,Southern Region,8
Howard County,48227,Texas,Southern Region,8
Hudspeth County,48229,Texas,Southern Region,8
Hunt County,48231,Texas,Southern Region,8
Hutchinson County,48233,Texas,Southern Region,8
Irion County,48235,Texas,Southern Region,8
Jack County,48237,Texas,Southern Region,8
Jackson County,48239,Texas,Southern Region,8
Jasper County,48241,Texas,Southern Region,8
Jeff Davis County,48243,Texas,Southern Region,8
Jefferson County,48245,Texas,Southern Region,8
Jim Hogg County,48247,Texas,Southern Region,8
Jim Wells County,48249,Texas,Southern Region,8
Johnson County,48251,Texas,Southern Region,8
Jones County,48253,Texas,Southern Region,8
Karnes County,48255,Texas,Southern Region,8
Kaufman County,48257,Texas,Southern Region,8
Kendall County,48259,Texas,Southern Region,8
Kenedy County,48261,Texas,Southern Region,8
Kent County,48263,Texas,Southern Region,8
Kerr County,48265,Texas,Southern Region,8
Kimble County,48267,Texas,Southern Region,8
King County,48269,Texas,Southern Region,8
Kinney County,48271,Texas,Southern Region,8
Kleberg County,48273,Texas,Southern Region,8
Knox County,48275,Texas,Southern Region,8
Lamar County,48277,Texas,Southern Region,8
Lamb County,48279,Texas,Southern Region,8
Lampasas County,48281,Texas,Southern Region,8
La Salle County,48283,Texas,Southern Region,8
Lavaca County,48285,Texas,Southern Region,8
Lee County,48287,Texas,Southern Region,8
Leon County,48289,Texas,Southern Region,8
Liberty County,48291,Texas,Southern Region,8
Limestone County,48293,Texas,Southern Region,8
Lipscomb County,48295,Texas,Southern Region,8
Live Oak County,48297,Texas,Southern Region,8
Llano County,48299,Texas,Southern Region,8
Loving County,48301,Texas,Southern Region,8
Lubbock County,48303,Texas,Southern Region,8
Lynn County,48305,Texas,Southern Region,8
McCulloch County,48307,Texas,Southern Region,8
McLennan County,48309,Texas,Southern Region,8
McMullen County,48311,Texas,Southern Region,8
Madison County,48313,Texas,Southern Region,8
Marion County,48315,Texas,Southern Region,8
Martin County,48317,Texas,Southern Region,8
Mason County,48319,Texas,Southern Region,8
Matagorda County,48321,Texas,Southern Region,8
Maverick County,48323,Texas,Southern Region,8
Medina County,48325,Texas,Southern Region,8
Menard County,48327,Texas,Southern Region,8
Midland County,48329,Texas,Southern Region,8
Milam County,48331,Texas,Southern Region,8
Mills County,48333,Texas,Southern Region,8
Mitchell County,48335,Texas,Southern Region,8
Montague County,48337,Texas,Southern Region,8
Montgomery County,48339,Texas,Southern Region,8
Moore County,48341,Texas,Southern Region,8
Morris County,48343,Texas,Southern Region,8
Motley County,48345,Texas,Southern Region,8
Nacogdoches County,48347,Texas,Southern Region,8
Navarro County,48349,Texas,Southern Region,8
Newton County,48351,Texas,Southern Region,8
Nolan County,48353,Texas,Southern Region,8
Nueces County,48355,Texas,Southern Region,8
Ochiltree County,48357,Texas,Southern Region,8
Oldham County,48359,Texas,Southern Region,8
Orange County,48361,Texas,Southern Region,8
Palo Pinto County,48363,Texas,Southern Region,8
Panola County,48365,Texas,Southern Region,8
Parker County,48367,Texas,Southern Region,8
Parmer County,48369,Texas,Southern Region,8
Pecos County,48371,Texas,Southern Region,8
Polk County,48373,Texas,Southern Region,8
Potter County,48375,Texas,Southern Region,8
Presidio County,48377,Texas,Southern Region,8
Rains County,48379,Texas,Southern Region,8
Randall County,48381,Texas,Southern Region,8
Reagan County,48383,Texas,Southern Region,8
Real County,48385,Texas,Southern Region,8
Red River County,48387,Texas,Southern Region,8
Reeves County,48389,Texas,Southern Region,8
Refugio County,48391,Texas,Southern Region,8
Roberts County,48393,Texas,Southern Region,8
Robertson County,48395,Texas,Southern Region,8
Rockwall County,48397,Texas,Southern Region,8
Runnels County,48399,Texas,Southern Region,8
Rusk County,48401,Texas,Southern Region,8
Sabine County,48403,Texas,Southern Region,8
San Augustine County,48405,Texas,Southern Region,8
San Jacinto County,48407,Texas,Southern Region,8
San Patricio County,48409,Texas,Southern Region,8
San Saba County,48411,Texas,Southern Region,8
Schleicher County,48413,Texas,Southern Region,8
Scurry County,48415,Texas,Southern Region,8
Shackelford County,48417,Texas,Southern Region,8
Shelby County,48419,Texas,Southern Region,8
Sherman County,48421,Texas,Southern Region,8
Smith County,48423,Texas,Southern Region,8
Somervell County,48425,Texas,Southern Region,8
Starr County,48427,Texas,Southern Region,8
Stephens County,48429,Texas,Southern Region,8
Sterling County,48431,Texas,Southern Region,8
Stonewall County,48433,Texas,Southern Region,8
Sutton County,48435,Texas,Southern Region,8
Swisher County,48437,Texas,Southern Region,8
Tarrant County,48439,Texas,Southern Region,8
Taylor County,48441,Texas,Southern Region,8
Terrell County,48443,Texas,Southern Region,8
Terry County,48445,Texas,Southern Region,8
Throckmorton County,48447,Texas,Southern Region,8
Titus County,48449,Texas,Southern Region,8
Tom Green County,48451,Texas,Southern Region,8
Travis County,48453,Texas,Southern Region,8
Trinity County,48455,Texas,Southern Region,8
Tyler County,48457,Texas,Southern Region,8
Upshur County,48459,Texas,Southern Region,8
Upton County,48461,Texas,Southern Region,8
Uvalde County,48463,Texas,Southern Region,8
Val Verde County,48465,Texas,Southern Region,8
Van Zandt County,48467,Texas,Southern Region,8
Victoria County,48469,Texas,Southern Region,8
Walker County,48471,Texas,Southern Region,8
Waller County,48473,Texas,Southern Region,8
Ward County,48475,Texas,Southern Region,8
Washington County,48477,Texas,Southern Region,8
Webb County,48479,Texas,Southern Region,8
Wharton County,48481,Texas,Southern Region,8
Wheeler County,48483,Texas,Southern Region,8
Wichita County,48485,Texas,Southern Region,8
Wilbarger County,48487,Texas,Southern Region,8
Willacy County,48489,Texas,Southern Region,8
Williamson County,48491,Texas,Southern Region,8
Wilson County,48493,Texas,Southern Region,8
Winkler County,48495,Texas,Southern Region,8
Wise County,48497,Texas,Southern Region,8
Wood County,48499,Texas,Southern Region,8
Yoakum County,48501,Texas,Southern Region,8
Young County,48503,Texas,Southern Region,8
Zapata County,48505,Texas,Southern Region,8
Zavala County,48507,Texas,Southern Region,8
Accomack County,51001,Virginia,Southern Region,8
Albemarle County,51003,Virginia,Southern Region,8
Alleghany County,51005,Virginia,Southern Region,8
Amelia County,51007,Virginia,Southern Region,8
Amherst County,51009,Virginia,Southern Region,8
Appomattox County,51011,Virginia,Southern Region,8
Arlington County,51013,Virginia,Southern Region,8
Augusta County,51015,Virginia,Southern Region,8
Bath County,51017,Virginia,Southern Region,8
Bedford County,51019,Virginia,Southern Region,8
Bland County,51021,Virginia,Southern Region,8
Botetourt County,51023,Virginia,Southern Region,8
Brunswick County,51025,Virginia,Southern Region,8
Buchanan County,51027,Virginia,Southern Region,8
Buckingham County,51029,Virginia,Southern Region,8
Campbell County,51031,Virginia,Southern Region,8
Caroline County,51033,Virginia,Southern Region,8
Carroll County,51035,Virginia,Southern Region,8
Charles City County,51036,Virginia,Southern Region,8
Charlotte County,51037,Virginia,Southern Region,8
Chesterfield County,51041,Virginia,Southern Region,8
Clarke County,51043,Virginia,Southern Region,8
Craig County,51045,Virginia,Southern Region,8
Culpeper County,51047,Virginia,Southern Region,8
Cumberland County,51049,Virginia,Southern Region,8
Dickenson County,51051,Virginia,Southern Region,8
Dinwiddie County,51053,Virginia,Southern Region,8
Essex County,51057,Virginia,Southern Region,8
Fairfax County,51059,Virginia,Southern Region,8
Fauquier County,51061,Virginia,Southern Region,8
Floyd County,51063,Virginia,Southern Region,8
Fluvanna County,51065,Virginia,Southern Region,8
Franklin County,51067,Virginia,Southern Region,8
Frederick County,51069,Virginia,Southern Region,8
